,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
109,DH-MOTM-Poster-November-2022-R4.pdf,0,9,"EG-011
WASp
WASp activator
in vivo antitumor activity
fortuitous scaffold hopping from ibrutinib
bioRxiv, 25 November 2022
INSTITUTE OF ONCOLOGY RESEARCH, CH",EG-011,WASp,C=CC(=O)N1CCCC(n2c(=O)c3ncccc3n(Cc3ccc(Oc4ccccc4)cc3)c2=O)C1,"InChI=1S/C28H26N4O4/c1-2-25(33)30-17-7-8-21(19-30)32-27(34)26-24(11-6-16-29-26)31(28(32)35)18-20-12-14-23(15-13-20)36-22-9-4-3-5-10-22/h2-6,9-16,21H,1,7-8,17-19H2",JBKILBGEQHFIOB-UHFFFAOYSA-N,True
110,DH-MOTM-Poster-December-2022-R4.pdf,0,0,"resmetirom
THR-β
once daily, oral THR β-selective agonist
Ph. III for NASH
opt. of triiodothyronine
Company Announcement, December 19, 2022 
MADRIGAL PHARMACEUTICALS, PA",resmetirom,THR-β,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,"InChI=1S/C17H12Cl2N6O4/c1-7(2)9-5-13(22-23-15(9)26)29-14-10(18)3-8(4-11(14)19)25-17(28)21-16(27)12(6-20)24-25/h3-5,7H,1-2H3,(H,23,26)(H,21,27,28)",FDBYIYFVSAHJLY-UHFFFAOYSA-N,True
111,DH-MOTM-Poster-December-2022-R4.pdf,0,1,"selective, bi-steric mTORC1 inhibitor
Ph. I/Ib for R/R solid tumors
opt. of rapalog+linker+mTOR inh
J. Med. Chem., December 19, 2022
REVOLUTION MEDICINES, REDWOOD CITY, CA
RMC-5552
mTORC1","selective, bi-steric mTORC1 inhibitor",Ph. I/Ib for R/R solid tumors,C[CH]C(O)OCCC(OC)C(C)=CC=CC=CC(C)C[CH]C[CH]12(OC)C[CH]3(OC)[CH]1(O)C14(C)=C[CH]56C=1(=C[CH]342O)C1[CH]523O[CH]164(O)C2C(C(C)CC1CCC(OCNCCOCCC(=O)N2CCC56=C(C=CC(CN7N=C(C8=CC9=C(C=C8)OC(N)=N9)C8=C(N)N=CN=C87)(=C5)C6)C2)C(OC)C1)C34.O,,,False
112,DH-MOTM-Poster-December-2022-R4.pdf,0,2,"inavolisib
mutant PI3K⍺
isoform-selective mutant PI3Kα degrader
oral <9 mg QD, Ph. III in HR+/HER2- BC
from cellular characterization of PI3Ki and opt.
J. Med. Chem., December 1, 2022
GENENTECH, SO. SF, CA",inavolisib,mutant PI3K⍺,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,"InChI=1S/C18H19F2N5O4/c1-9(16(21)26)22-10-2-3-11-13(6-10)28-5-4-24-7-14(23-17(11)24)25-12(15(19)20)8-29-18(25)27/h2-3,6-7,9,12,15,22H,4-5,8H2,1H3,(H2,21,26)/t9-,12-/m0/s1",SGEUNORSOZVTOL-CABZTGNLSA-N,True
113,DH-MOTM-Poster-December-2022-R4.pdf,0,3,"BI 685509
sGC
oral sGC activator
Ph. II for CKD & DKD 
discovery not disclosed
J. Pharmacol. Exp. Ther., December 6, 2022
BOEHRINGER INGELHEIM PHARMACEUTICALS, CT",BI 685509,sGC,CCOc1c(C(=O)O)cnn1-c1cccc(-c2cccc(C)c2OCc2ccc3c(c2C)CCN(C2CCOCC2)C3)n1,"InChI=1S/C34H38N4O5/c1-4-42-33-29(34(39)40)19-35-38(33)31-10-6-9-30(36-31)28-8-5-7-22(2)32(28)43-21-25-12-11-24-20-37(16-13-27(24)23(25)3)26-14-17-41-18-15-26/h5-12,19,26H,4,13-18,20-21H2,1-3H3,(H,39,40)",KWNFFNFBUMFTHK-UHFFFAOYSA-N,True
114,DH-MOTM-Poster-December-2022-R4.pdf,0,4,"DN-1289
DLK/LZK
selective, CNS-penetrant dual DLK/LZK inhibitor
neuroprotective effects for in vivo + in 
vitro models for ALS
LBDD/SBDD + opt. from known molecule
J. Med. Chem., December 5, 2022",DN-1289,DLK/LZK,Nc1ncc(-c2cc(N3CCC(F)(F)C3)nc(N3C[C@@H]4C[C@H]3CO4)n2)nc1OC(F)F,"InChI=1S/C18H19F4N7O2/c19-16(20)31-15-14(23)24-5-12(25-15)11-4-13(28-2-1-18(21,22)8-28)27-17(26-11)29-6-10-3-9(29)7-30-10/h4-5,9-10,16H,1-3,6-8H2,(H2,23,24)/t9-,10-/m0/s1",AVWDJSXSWJBVBP-UWVGGRQHSA-N,False
115,DH-MOTM-Poster-December-2022-R4.pdf,0,5,"paltusotine
SST2
oral, non-peptide SST2 agonist
Ph. III for acromegaly + Ph. II for NETs
SAR on in-house library hit
ACS Med. Chem. Lett., December 10, 2022
CRINETICS PHARMACEUTICALS, CA",paltusotine,SST2,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,"InChI=1S/C27H22F2N4O/c28-19-10-18(11-20(29)13-19)24-15-32-25-5-4-16(22-3-1-2-17(14-30)27(22)34)12-23(25)26(24)33-8-6-21(31)7-9-33/h1-5,10-13,15,21,34H,6-9,31H2",GHILNKWBALQPDP-UHFFFAOYSA-N,True
116,DH-MOTM-Poster-December-2022-R4.pdf,0,6,"SPR720
GyrB
oral GyrB inhibitor
Ph. II for MAC pulmonary disease
HTS using a GyrB ATPase assay
bioRxiv, December 9, 2022
SPERO THERAPEUTICS, CAMBRIDGE, MA",SPR720,GyrB,CCNC(=O)Nc1nc2cc(-c3cnc(C(C)(C)OP(=O)(O)O)nc3)c(F)c([C@H]3CCCO3)c2[nH]1,"InChI=1S/C21H26FN6O6P/c1-4-23-20(29)28-19-26-13-8-12(16(22)15(17(13)27-19)14-6-5-7-33-14)11-9-24-18(25-10-11)21(2,3)34-35(30,31)32/h8-10,14H,4-7H2,1-3H3,(H2,30,31,32)(H3,23,26,27,28,29)/t14-/m1/s1",COTQDURISRILOR-CQSZACIVSA-N,True
117,DH-MOTM-Poster-December-2022-R4.pdf,0,7,"emraclidine
M4
M4 positive allosteric modulator
Ph. II for schizophrenia
discovery not disclosed
Lancet, December 17, 2022
CEREVEL THERAPEUTICS, CAMBRIDGE, MA",emraclidine,M4,Cc1cc(C)c2c(n1)CN(C(=O)CC1CN(c3ccnc(C(F)(F)F)c3)C1)C2,"InChI=1S/C20H21F3N4O/c1-12-5-13(2)25-17-11-27(10-16(12)17)19(28)6-14-8-26(9-14)15-3-4-24-18(7-15)20(21,22)23/h3-5,7,14H,6,8-11H2,1-2H3",DTCZNKWBDTXEBS-UHFFFAOYSA-N,True
118,DH-MOTM-Poster-December-2022-R4.pdf,0,8,"compound 25
LRRK2
selective, CNS-penetrant LRRK2 kinase inhibitor 
preclinical, low projected human dose
opt. of MLi-2 series, from HTS
J. Med. Chem., December 7, 2022
MERCK & CO., BOSTON, MA",compound 25,LRRK2,CC(C)([C@@H]1CCN(C1)C2=CC(=NC=N2)N3C4=C(C=CC(=C4)[C@@]5(CC65CC6)C#N)C=N3)O,"InChI=1S/C24H26N6O/c1-22(2,31)18-5-8-29(12-18)20-10-21(27-15-26-20)30-19-9-17(4-3-16(19)11-28-30)24(14-25)13-23(24)6-7-23/h3-4,9-11,15,18,31H,5-8,12-13H2,1-2H3/t18-,24-/m1/s1",JCQABEJXHUSDMF-HOYKHHGWSA-N,True
119,DH-MOTM-Poster-December-2022-R4.pdf,0,9,"compound 49
CD73
orally bioavailable CD73 inhibitor
single agent, dose-dependent antitumor 
efficacy in mice
opt. of known CD73 inhibitor
J. Med. Chem., December 18, 2022",compound 49,CD73,C#C[C@@]1(O)[C@@H](COC(Cc2ccc(N3CCCNC3=O)cc2)(C(=O)O)C(=O)O)O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@@H]1O,"InChI=1S/C26H26ClN7O9/c1-2-25(41)15(43-20(17(25)35)34-12-30-16-18(28)31-23(27)32-19(16)34)11-42-26(21(36)37,22(38)39)10-13-4-6-14(7-5-13)33-9-3-8-29-24(33)40/h1,4-7,12,15,17,20,35,41H,3,8-11H2,(H,29,40)(H,36,37)(H,38,39)(H2,28,31,32)/t15-,17+,20-,25-/m1/s1",ROWSPNRRBJYDCU-IRJNKLFQSA-N,True
